,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,trial,Partner,Initiation,Termination,_event,_interaction_subject_id,_percentage_start,_percentage_stop,_scope,_scoring_id,_social,_subject_id,_type,_type_name,_value,_value_color,_variable_id
644,StealingParadigm_2023_01_18_VS_Lucy18,1253.565707,75214,1281.682353,76901,Lucy18,trial,4,4,,,,FALSE,,0.939646449,0.960722094,3,3440,0,2012,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
645,StealingParadigm_2023_01_18_VS_Lucy18,1272.699026,76362,1277.282356,76637,Lucy18,latency_first_choice,latency,4,,,,FALSE,,0.953988382,0.957423949,3,3440,0,2012,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
646,StealingParadigm_2023_01_18_VS_Lucy18,1276.51569,76591,,,Lucy18,line_crossing,transparent_line,4,,,,TRUE,,0.956849272,0.956849272,3,3440,0,2012,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
647,StealingParadigm_2023_01_18_VS_Lucy18,1277.282356,76637,,,Lucy18,first_choice,transparent,4,,,,TRUE,,0.957423949,0.957423949,3,3440,0,2012,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
648,StealingParadigm_2023_01_18_VS_Lucy18,1277.282356,76637,1281.682353,76901,Lucy18,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.957423949,0.960722094,3,3440,0,2012,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
649,StealingParadigm_2023_01_11_VS_Sunny14,227.95,13677,246.9666667,14818,Sunny14,pretest,pretest_1a,,,,,FALSE,,0.201550273,0.21836455,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
650,StealingParadigm_2023_01_11_VS_Sunny14,273.9333333,16436,277.8333333,16670,Sunny14,pretest,pretest_2,,,,,FALSE,,0.242208108,0.245656435,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
651,StealingParadigm_2023_01_11_VS_Sunny14,342.9833333,20579,361.25,21675,Sunny14,pretest,pretest_1b,,,,,FALSE,,0.303261174,0.319412311,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
652,StealingParadigm_2023_01_11_VS_Sunny14,733.55,44013,769.25,46155,Sunny14,trial,1,1,,,,FALSE,,0.648594881,0.680160332,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
653,StealingParadigm_2023_01_11_VS_Sunny14,757.9833333,45479,762.9166667,45775,Sunny14,latency_first_choice,latency,1,,,,FALSE,,0.6701985,0.674560486,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
654,StealingParadigm_2023_01_11_VS_Sunny14,761.2,45672,,,Sunny14,line_crossing,transparent_line,1,,,,TRUE,,0.673042633,0.673042633,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
655,StealingParadigm_2023_01_11_VS_Sunny14,762.9166667,45775,,,Sunny14,first_choice,transparent,1,,,,TRUE,,0.674560486,0.674560486,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
656,StealingParadigm_2023_01_11_VS_Sunny14,762.9166667,45775,769.25,46155,Sunny14,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.674560486,0.680160332,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
657,StealingParadigm_2023_01_11_VS_Sunny14,789.8,47388,827,49620,Sunny14,trial,2,2,,,,FALSE,,0.698330361,0.731222093,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
658,StealingParadigm_2023_01_11_VS_Sunny14,805.9166667,48355,820.0166667,49201,Sunny14,latency_first_choice,latency,2,,,,FALSE,,0.712580498,0.725047525,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
659,StealingParadigm_2023_01_11_VS_Sunny14,814.4333333,48866,,,Sunny14,line_crossing,transparent_line,2,,,,TRUE,,0.720110818,0.720110818,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
660,StealingParadigm_2023_01_11_VS_Sunny14,820.0166667,49201,,,Sunny14,first_choice,transparent,2,,,,TRUE,,0.725047525,0.725047525,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
661,StealingParadigm_2023_01_11_VS_Sunny14,820.0166667,49201,827,49620,Sunny14,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.725047525,0.731222093,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
662,StealingParadigm_2023_01_11_VS_Sunny14,820.65,49239,822.4333333,49346,Sunny14,peeking,transparent_tunnel,2,,,,FALSE,,0.72560751,0.727184309,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12163,#02d779,12161
663,StealingParadigm_2023_01_11_VS_Sunny14,841.85,50511,998.65,59919,Sunny14,pause,pause,2,,,,FALSE,,0.74435226,0.882992676,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
664,StealingParadigm_2023_01_11_VS_Sunny14,1019.3,61158,1071.1,64266,Sunny14,trial,3,3,,,,FALSE,,0.901251124,0.947051975,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
665,StealingParadigm_2023_01_11_VS_Sunny14,1045.5,62730,1048.6,62916,Sunny14,latency_first_choice,latency,3,,,,FALSE,,0.924416805,0.927157783,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
666,StealingParadigm_2023_01_11_VS_Sunny14,1047.7,62862,,,Sunny14,line_crossing,opaque_line,3,,,,TRUE,,0.926362015,0.926362015,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
667,StealingParadigm_2023_01_11_VS_Sunny14,1048.6,62916,,,Sunny14,first_choice,opaque,3,,,,TRUE,,0.927157783,0.927157783,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
668,StealingParadigm_2023_01_11_VS_Sunny14,1048.6,62916,1071.1,64266,Sunny14,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.927157783,0.947051975,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
669,StealingParadigm_2023_01_11_VS_Sunny14,1091.683333,65501,1128.3,67698,Sunny14,trial,4,4,,,,FALSE,,0.965251477,0.997627433,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
670,StealingParadigm_2023_01_11_VS_Sunny14,1114.933333,66896,1117.583333,67055,Sunny14,latency_first_choice,latency,4,,,,FALSE,,0.985808809,0.988151903,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
671,StealingParadigm_2023_01_11_VS_Sunny14,1116.733333,67004,,,Sunny14,line_crossing,opaque_line,4,,,,TRUE,,0.987400345,0.987400345,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
672,StealingParadigm_2023_01_11_VS_Sunny14,1117.583333,67055,,,Sunny14,first_choice,opaque,4,,,,TRUE,,0.988151903,0.988151903,3,3449,0,2013,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
673,StealingParadigm_2023_01_11_VS_Sunny14,1117.583333,67055,1128.3,67698,Sunny14,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.988151903,0.997627433,3,3449,0,2013,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
674,StealingParadigm_2023_01_18_VS_Duana,280.1665323,16810,298.0831904,17885,Duana,pretest,pretest_1a,,,,,FALSE,,0.195456025,0.207955444,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
675,StealingParadigm_2023_01_18_VS_Duana,341.6498361,20499,343.1831687,20591,Duana,pretest,pretest_2,,,,,FALSE,,0.238349379,0.239419097,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
676,StealingParadigm_2023_01_18_VS_Duana,407.8331377,24470,427.2164618,25633,Duana,pretest,pretest_1b,,,,,FALSE,,0.28452165,0.298044277,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
677,StealingParadigm_2023_01_18_VS_Duana,821.9329391,49316,851.9162581,51115,Duana,trial,1,1,,,,FALSE,,0.57341519,0.594332822,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
678,StealingParadigm_2023_01_18_VS_Duana,848.7162596,50923,850.2829255,51017,Duana,latency_first_choice,latency,1,,,,FALSE,,0.592100367,0.59319334,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
679,StealingParadigm_2023_01_18_VS_Duana,849.7162591,50983,,,Duana,line_crossing,transparent_line,1,,,,TRUE,,0.592798009,0.592798009,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
680,StealingParadigm_2023_01_18_VS_Duana,850.2829255,51017,,,Duana,first_choice,transparent,1,,,,TRUE,,0.59319334,0.59319334,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
681,StealingParadigm_2023_01_18_VS_Duana,850.2829255,51017,851.9162581,51115,Duana,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.59319334,0.594332822,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
682,StealingParadigm_2023_01_18_VS_Duana,862.3995864,51744,886.0662417,53164,Duana,trial,2,2,,,,FALSE,,0.601646435,0.618157295,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
683,StealingParadigm_2023_01_18_VS_Duana,883.2829097,52997,884.6162424,53077,Duana,latency_first_choice,latency,2,,,,FALSE,,0.616215525,0.617145714,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
684,StealingParadigm_2023_01_18_VS_Duana,884.1329093,53048,,,Duana,line_crossing,opaque_line,2,,,,TRUE,,0.616808521,0.616808521,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
685,StealingParadigm_2023_01_18_VS_Duana,884.6162424,53077,,,Duana,first_choice,opaque,2,,,,TRUE,,0.617145714,0.617145714,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
686,StealingParadigm_2023_01_18_VS_Duana,884.6162424,53077,886.0662417,53164,Duana,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.617145714,0.618157295,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
687,StealingParadigm_2023_01_18_VS_Duana,917.6662265,55060,1259.249396,75555,Duana,pause,pause,2,,,,FALSE,,0.640202781,0.878505651,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
688,StealingParadigm_2023_01_18_VS_Duana,1306.532707,78392,1334.366027,80062,Duana,trial,3,3,,,,FALSE,,0.911492489,0.93091019,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
689,StealingParadigm_2023_01_18_VS_Duana,1329.249362,79755,1332.382694,79943,Duana,latency_first_choice,latency,3,,,,FALSE,,0.927340589,0.929526534,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
690,StealingParadigm_2023_01_18_VS_Duana,1331.799361,79908,,,Duana,line_crossing,opaque_line,3,,,,TRUE,,0.929119576,0.929119576,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
691,StealingParadigm_2023_01_18_VS_Duana,1332.382694,79943,,,Duana,first_choice,opaque,3,,,,TRUE,,0.929526534,0.929526534,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
692,StealingParadigm_2023_01_18_VS_Duana,1332.382694,79943,1334.366027,80062,Duana,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.929526534,0.93091019,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
693,StealingParadigm_2023_01_18_VS_Duana,1366.149345,81969,1388.916001,83335,Duana,trial,4,4,,,,FALSE,,0.953083578,0.96896656,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
694,StealingParadigm_2023_01_18_VS_Duana,1383.516003,83011,1386.316002,83179,Duana,latency_first_choice,latency,4,,,,FALSE,,0.965199293,0.967152691,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
695,StealingParadigm_2023_01_18_VS_Duana,1385.666002,83140,,,Duana,line_crossing,opaque_line,4,,,,TRUE,,0.966699223,0.966699223,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
696,StealingParadigm_2023_01_18_VS_Duana,1386.316002,83179,,,Duana,first_choice,opaque,4,,,,TRUE,,0.967152691,0.967152691,3,3450,0,2014,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
697,StealingParadigm_2023_01_18_VS_Duana,1386.316002,83179,1388.916001,83335,Duana,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.967152691,0.96896656,3,3450,0,2014,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
698,StealingParadigm_2023_01_09_VS_Dorli,259.2,15552,280.55,16833,Dorli,pretest,pretest_1a,,,,,FALSE,,0.156734694,0.169644747,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
699,StealingParadigm_2023_01_09_VS_Dorli,611.75,36705,637.9833333,38279,Dorli,pretest,pretest_2,,,,,FALSE,,0.369916856,0.385779793,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
700,StealingParadigm_2023_01_09_VS_Dorli,706.8833333,42413,726.65,43599,Dorli,pretest,pretest_1b,,,,,FALSE,,0.427442681,0.439395314,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
701,StealingParadigm_2023_01_09_VS_Dorli,1117.55,67053,1243.283333,74597,Dorli,trial,1,1,,,,FALSE,,0.675767196,0.751796422,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
702,StealingParadigm_2023_01_09_VS_Dorli,1139.083333,68345,1237.516667,74251,Dorli,latency_first_choice,latency,1,,,,FALSE,,0.688788108,0.748309398,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
703,StealingParadigm_2023_01_09_VS_Dorli,1234.4,74064,,,Dorli,line_crossing,transparent_line,1,,,,TRUE,,0.746424792,0.746424792,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
704,StealingParadigm_2023_01_09_VS_Dorli,1237.516667,74251,,,Dorli,first_choice,transparent,1,,,,TRUE,,0.748309398,0.748309398,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
705,StealingParadigm_2023_01_09_VS_Dorli,1237.516667,74251,1243.283333,74597,Dorli,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.748309398,0.751796422,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
706,StealingParadigm_2023_01_09_VS_Dorli,1280.55,76833,1344.166667,80650,Dorli,trial,2,2,,,,FALSE,,0.774331066,0.812799194,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
707,StealingParadigm_2023_01_09_VS_Dorli,1296.516667,77791,1324.683333,79481,Dorli,latency_first_choice,latency,2,,,,FALSE,,0.783985891,0.801017889,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
708,StealingParadigm_2023_01_09_VS_Dorli,1324.216667,79453,,,Dorli,line_crossing,transparent_line,2,,,,TRUE,,0.800735702,0.800735702,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
709,StealingParadigm_2023_01_09_VS_Dorli,1324.683333,79481,,,Dorli,first_choice,transparent,2,,,,TRUE,,0.801017889,0.801017889,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
710,StealingParadigm_2023_01_09_VS_Dorli,1324.683333,79481,1344.166667,80650,Dorli,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.801017889,0.812799194,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
711,StealingParadigm_2023_01_09_VS_Dorli,1363.883333,81833,1520.566667,91234,Dorli,pause,pause,2,,,,FALSE,,0.824721592,0.91946586,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
712,StealingParadigm_2023_01_09_VS_Dorli,1552.133333,93128,1586.883333,95213,Dorli,trial,3,3,,,,FALSE,,0.938553792,0.959566641,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
713,StealingParadigm_2023_01_09_VS_Dorli,1575.633333,94538,1582.433333,94946,Dorli,latency_first_choice,latency,3,,,,FALSE,,0.95276392,0.956875787,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
714,StealingParadigm_2023_01_09_VS_Dorli,1581.716667,94903,,,Dorli,line_crossing,opaque_line,3,,,,TRUE,,0.956442429,0.956442429,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
715,StealingParadigm_2023_01_09_VS_Dorli,1582.433333,94946,,,Dorli,first_choice,opaque,3,,,,TRUE,,0.956875787,0.956875787,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
716,StealingParadigm_2023_01_09_VS_Dorli,1582.433333,94946,1586.883333,95213,Dorli,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.956875787,0.959566641,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
717,StealingParadigm_2023_01_09_VS_Dorli,1619.866667,97192,1650.916667,99055,Dorli,trial,4,4,,,,FALSE,,0.979511212,0.998286722,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
718,StealingParadigm_2023_01_09_VS_Dorli,1639.266667,98356,1643.133333,98588,Dorli,latency_first_choice,latency,4,,,,FALSE,,0.991242126,0.993580247,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
719,StealingParadigm_2023_01_09_VS_Dorli,1642.283333,98537,,,Dorli,line_crossing,transparent_line,4,,,,TRUE,,0.993066264,0.993066264,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
720,StealingParadigm_2023_01_09_VS_Dorli,1643.133333,98588,,,Dorli,first_choice,transparent,4,,,,TRUE,,0.993580247,0.993580247,3,3451,0,2015,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
721,StealingParadigm_2023_01_09_VS_Dorli,1643.133333,98588,1650.916667,99055,Dorli,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.993580247,0.998286722,3,3451,0,2015,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
722,StealingParadigm_2022_12_08_VS_Lilo5,220.1498188,13209,237.7498043,14265,Lilo5,pretest,pretest_1a,,,,,FALSE,,0.177478301,0.191666891,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
723,StealingParadigm_2022_12_08_VS_Lilo5,327.616397,19657,336.4163898,20185,Lilo5,pretest,pretest_2,,,,,FALSE,,0.264114691,0.271208986,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
724,StealingParadigm_2022_12_08_VS_Lilo5,393.6830093,23621,408.732997,24524,Lilo5,pretest,pretest_1b,,,,,FALSE,,0.317375648,0.329508505,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
725,StealingParadigm_2022_12_08_VS_Lilo5,747.8827179,44873,786.7993525,47208,Lilo5,trial,1,1,,,,FALSE,,0.602921022,0.634294467,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
726,StealingParadigm_2022_12_08_VS_Lilo5,772.0660313,46324,776.9160273,46615,Lilo5,latency_first_choice,latency,1,,,,FALSE,,0.622416897,0.626326821,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
727,StealingParadigm_2022_12_08_VS_Lilo5,776.3160278,46579,,,Lilo5,line_crossing,transparent_line,1,,,,TRUE,,0.625843119,0.625843119,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
728,StealingParadigm_2022_12_08_VS_Lilo5,776.9160273,46615,,,Lilo5,first_choice,transparent,1,,,,TRUE,,0.626326821,0.626326821,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
729,StealingParadigm_2022_12_08_VS_Lilo5,776.9160273,46615,786.7993525,47208,Lilo5,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.626326821,0.634294467,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
730,StealingParadigm_2022_12_08_VS_Lilo5,813.0659975,48784,841.4659742,50488,Lilo5,trial,2,2,,,,FALSE,,0.655469863,0.678365087,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
731,StealingParadigm_2022_12_08_VS_Lilo5,833.9159804,50035,835.9326454,50156,Lilo5,latency_first_choice,latency,2,,,,FALSE,,0.672278505,0.673904281,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
732,StealingParadigm_2022_12_08_VS_Lilo5,835.2993126,50118,,,Lilo5,line_crossing,transparent_line,2,,,,TRUE,,0.673393707,0.673393707,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
733,StealingParadigm_2022_12_08_VS_Lilo5,835.9326454,50156,,,Lilo5,first_choice,transparent,2,,,,TRUE,,0.673904281,0.673904281,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
734,StealingParadigm_2022_12_08_VS_Lilo5,835.9326454,50156,841.4659742,50488,Lilo5,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.673904281,0.678365087,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
735,StealingParadigm_2022_12_08_VS_Lilo5,859.482626,51569,1077.449113,64647,Lilo5,pause,pause,2,,,,FALSE,,0.692889582,0.868607745,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
736,StealingParadigm_2022_12_08_VS_Lilo5,1101.432427,66086,1149.032388,68942,Lilo5,trial,3,3,,,,FALSE,,0.887942386,0.926316072,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
737,StealingParadigm_2022_12_08_VS_Lilo5,1124.315741,67459,1126.682406,67601,Lilo5,latency_first_choice,latency,3,,,,FALSE,,0.90639024,0.908298175,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
738,StealingParadigm_2022_12_08_VS_Lilo5,1125.76574,67546,,,Lilo5,line_crossing,transparent_line,3,,,,TRUE,,0.907559186,0.907559186,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
739,StealingParadigm_2022_12_08_VS_Lilo5,1126.682406,67601,,,Lilo5,first_choice,transparent,3,,,,TRUE,,0.908298175,0.908298175,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
740,StealingParadigm_2022_12_08_VS_Lilo5,1126.682406,67601,1149.032388,68942,Lilo5,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.908298175,0.926316072,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
741,StealingParadigm_2022_12_08_VS_Lilo5,1172.732368,70364,1210.099004,72606,Lilo5,trial,4,4,,,,FALSE,,0.945422299,0.97554618,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
742,StealingParadigm_2022_12_08_VS_Lilo5,1192.282352,71537,1194.38235,71663,Lilo5,latency_first_choice,latency,4,,,,FALSE,,0.96118292,0.962875877,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
743,StealingParadigm_2022_12_08_VS_Lilo5,1193.532351,71612,,,Lilo5,line_crossing,transparent_line,4,,,,TRUE,,0.962190632,0.962190632,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
744,StealingParadigm_2022_12_08_VS_Lilo5,1194.38235,71663,,,Lilo5,first_choice,transparent,4,,,,TRUE,,0.962875877,0.962875877,3,3458,0,2016,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
745,StealingParadigm_2022_12_08_VS_Lilo5,1194.38235,71663,1210.099004,72606,Lilo5,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.962875877,0.97554618,3,3458,0,2016,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
746,StealingParadigm_2023_01_19_VS_Loki6,307.2999224,18438,325.6665845,19540,Loki6,pretest,pretest_1a,,,,,FALSE,,0.219028047,0.232118887,3,3459,0,2017,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
747,StealingParadigm_2023_01_19_VS_Loki6,362.2832419,21737,364.3665747,21862,Loki6,pretest,pretest_2,,,,,FALSE,,0.258217412,0.259702308,3,3459,0,2017,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
748,StealingParadigm_2023_01_19_VS_Loki6,462.6665499,27760,480.1165455,28807,Loki6,pretest,pretest_1b,,,,,FALSE,,0.329765624,0.34220311,3,3459,0,2017,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
749,StealingParadigm_2023_01_19_VS_Loki6,947.6664274,56860,1008.066412,60484,Loki6,trial,1,1,,,,FALSE,,0.675449329,0.718499424,3,3459,0,2017,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
750,StealingParadigm_2023_01_19_VS_Loki6,972.8997544,58374,990.3664167,59422,Loki6,latency_first_choice,latency,1,,,,FALSE,,0.693434385,0.70588375,3,3459,0,2017,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
