,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,trial,Partner,Initiation,Termination,_event,_interaction_subject_id,_percentage_start,_percentage_stop,_scope,_scoring_id,_social,_subject_id,_type,_type_name,_value,_value_color,_variable_id
0,StealingParadigm_2022_11_22_VS_Sunny13,538.882971,32333,562.682955,33761,Sunny13,pretest,pretest_1a,,,,,FALSE,,0.354976121,0.370653785,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
1,StealingParadigm_2022_11_22_VS_Sunny13,640.9329023,38456,647.9328976,38876,Sunny13,pretest,pretest_2,,,,,FALSE,,0.422199045,0.426810122,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
2,StealingParadigm_2022_11_22_VS_Sunny13,706.832858,42410,731.8328412,43910,Sunny13,pretest,pretest_1b,,,,,FALSE,,0.465609046,0.482077181,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
3,StealingParadigm_2022_11_22_VS_Sunny13,1004.315991,60259,1057.849289,63471,Sunny13,trial,1,1,,,,FALSE,,0.661568864,0.696832629,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
4,StealingParadigm_2022_11_22_VS_Sunny13,1028.649308,61719,1042.565966,62554,Sunny13,latency_first_choice,latency,1,,,,FALSE,,0.677597848,0.68676511,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
5,StealingParadigm_2022_11_22_VS_Sunny13,1039.915967,62395,,,Sunny13,line_crossing,opaque_line,1,,,,TRUE,,0.685019487,0.685019487,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
6,StealingParadigm_2022_11_22_VS_Sunny13,1042.549299,62553,,,Sunny13,first_choice,opaque,1,,,,TRUE,,0.686754131,0.686754131,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
7,StealingParadigm_2022_11_22_VS_Sunny13,1098.332595,65900,1139.9159,68395,Sunny13,trial,2,2,,,,FALSE,,0.723500027,0.750892024,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
8,StealingParadigm_2022_11_22_VS_Sunny13,1118.299248,67098,1135.449236,68127,Sunny13,latency_first_choice,latency,2,,,,FALSE,,0.736652577,0.747949717,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
9,StealingParadigm_2022_11_22_VS_Sunny13,1133.832571,68030,,,Sunny13,line_crossing,opaque_line,2,,,,TRUE,,0.746884778,0.746884778,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
10,StealingParadigm_2022_11_22_VS_Sunny13,1135.449236,68127,,,Sunny13,first_choice,opaque,2,,,,TRUE,,0.747949717,0.747949717,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
11,StealingParadigm_2022_11_22_VS_Sunny13,1180.015873,70801,1354.632422,81278,Sunny13,pause,pause,2,,,,FALSE,,0.777306911,0.892331339,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
12,StealingParadigm_2022_11_22_VS_Sunny13,1426.915707,85615,1462.98235,87779,Sunny13,trial,3,3,,,,FALSE,,0.939946204,0.963704232,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
13,StealingParadigm_2022_11_22_VS_Sunny13,1453.982356,87239,1457.265687,87436,Sunny13,latency_first_choice,latency,3,,,,FALSE,,0.957775704,0.959938519,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
14,StealingParadigm_2022_11_22_VS_Sunny13,1456.74902,87405,,,Sunny13,line_crossing,transparent_line,3,,,,TRUE,,0.959598178,0.959598178,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
15,StealingParadigm_2022_11_22_VS_Sunny13,1457.165687,87430,,,Sunny13,first_choice,transparent,3,,,,TRUE,,0.959872646,0.959872646,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
16,StealingParadigm_2022_11_22_VS_Sunny13,1457.265687,87436,1462.83235,87770,Sunny13,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.959938519,0.963605424,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
17,StealingParadigm_2022_11_22_VS_Sunny13,1483.732336,89024,1514.248982,90855,Sunny13,trial,4,4,,,,FALSE,,0.977372784,0.997474886,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
18,StealingParadigm_2022_11_22_VS_Sunny13,1507.265653,90436,1509.165652,90550,Sunny13,latency_first_choice,latency,4,,,,FALSE,,0.992874787,0.994126365,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
19,StealingParadigm_2022_11_22_VS_Sunny13,1508.565652,90514,,,Sunny13,line_crossing,opaque_line,4,,,,TRUE,,0.99373113,0.99373113,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
20,StealingParadigm_2022_11_22_VS_Sunny13,1509.165652,90550,,,Sunny13,first_choice,opaque,4,,,,TRUE,,0.994126365,0.994126365,3,3244,0,1913,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
21,StealingParadigm_2022_11_22_VS_Sunny13,1509.165652,90550,1514.232315,90854,Sunny13,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.994126365,0.997463907,3,3244,0,1913,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
22,StealingParadigm_2022_11_28_VS_Quintus,277.2498002,16635,302.3497821,18141,Quintus,pretest,pretest_1a,,,,,FALSE,,0.195765764,0.213488832,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
23,StealingParadigm_2022_11_28_VS_Quintus,377.9330609,22676,390.333052,23420,Quintus,pretest,pretest_2,,,,,FALSE,,0.266858098,0.275613717,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
24,StealingParadigm_2022_11_28_VS_Quintus,647.0662003,38824,665.5828536,39935,Quintus,pretest,pretest_1b,,,,,FALSE,,0.456892697,0.469967284,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
25,StealingParadigm_2022_11_28_VS_Quintus,852.5993854,51156,882.2826974,52937,Quintus,trial,1,1,,,,FALSE,,0.602019441,0.622978794,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
26,StealingParadigm_2022_11_28_VS_Quintus,877.7827006,52667,879.9993657,52800,Quintus,latency_first_choice,latency,1,,,,FALSE,,0.619801351,0.621366536,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
27,StealingParadigm_2022_11_28_VS_Quintus,879.3993661,52764,,,Quintus,line_crossing,opaque_line,1,,,,TRUE,,0.620942877,0.620942877,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
28,StealingParadigm_2022_11_28_VS_Quintus,879.9993657,52800,,,Quintus,first_choice,opaque,1,,,,TRUE,,0.621366536,0.621366536,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
29,StealingParadigm_2022_11_28_VS_Quintus,879.9993657,52800,882.2493641,52935,Quintus,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.621366536,0.622955257,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
30,StealingParadigm_2022_11_28_VS_Quintus,913.382675,54803,939.9159892,56395,Quintus,trial,2,2,,,,FALSE,,0.644938452,0.663673594,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
31,StealingParadigm_2022_11_28_VS_Quintus,935.5659923,56134,937.6326575,56258,Quintus,latency_first_choice,latency,2,,,,FALSE,,0.660602067,0.662061336,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
32,StealingParadigm_2022_11_28_VS_Quintus,936.8659914,56212,,,Quintus,line_crossing,opaque_line,2,,,,TRUE,,0.661519994,0.661519994,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
33,StealingParadigm_2022_11_28_VS_Quintus,937.6326575,56258,,,Quintus,first_choice,opaque,2,,,,TRUE,,0.662061336,0.662061336,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
34,StealingParadigm_2022_11_28_VS_Quintus,937.6326575,56258,939.8659892,56392,Quintus,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.662061336,0.663638289,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
35,StealingParadigm_2022_11_28_VS_Quintus,962.5659728,57754,1248.215767,74893,Quintus,pause,pause,2,,,,FALSE,,0.679666722,0.881363711,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
36,StealingParadigm_2022_11_28_VS_Quintus,1282.765742,76966,1312.565721,78754,Quintus,trial,3,3,,,,FALSE,,0.905759409,0.926801139,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
37,StealingParadigm_2022_11_28_VS_Quintus,1306.749058,78405,1310.215722,78613,Quintus,latency_first_choice,latency,3,,,,FALSE,,0.922694001,0.925141808,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
38,StealingParadigm_2022_11_28_VS_Quintus,1309.432389,78566,,,Quintus,line_crossing,opaque_line,3,,,,TRUE,,0.924588698,0.924588698,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
39,StealingParadigm_2022_11_28_VS_Quintus,1310.199056,78612,,,Quintus,first_choice,opaque,3,,,,TRUE,,0.92513004,0.92513004,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
40,StealingParadigm_2022_11_28_VS_Quintus,1310.215722,78613,1312.565721,78754,Quintus,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.925141808,0.926801139,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
41,StealingParadigm_2022_11_28_VS_Quintus,1345.19903,80712,1376.515674,82591,Quintus,trial,4,4,,,,FALSE,,0.949843482,0.971956128,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
42,StealingParadigm_2022_11_28_VS_Quintus,1365.115683,81907,1373.74901,82425,Quintus,latency_first_choice,latency,4,,,,FALSE,,0.963906607,0.970002589,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
43,StealingParadigm_2022_11_28_VS_Quintus,1373.532343,82412,,,Quintus,line_crossing,transparent_line,4,,,,TRUE,,0.969849601,0.969849601,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
44,StealingParadigm_2022_11_28_VS_Quintus,1373.732343,82424,,,Quintus,first_choice,transparent,4,,,,TRUE,,0.969990821,0.969990821,3,3267,0,1922,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
45,StealingParadigm_2022_11_28_VS_Quintus,1373.74901,82425,1376.482341,82589,Quintus,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.970002589,0.971932591,3,3267,0,1922,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
46,StealingParadigm_2022_11_30_VS_Lilo3,253.2332776,15194,275.866606,16552,Lilo3,pretest,pretest_1a,,,,,FALSE,,0.157247089,0.171301423,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
47,StealingParadigm_2022_11_30_VS_Lilo3,621.9665299,37318,640.0831926,38405,Lilo3,pretest,pretest_2,,,,,FALSE,,0.386214748,0.397464424,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
48,StealingParadigm_2022_11_30_VS_Lilo3,692.7165143,41563,715.6665093,42940,Lilo3,pretest,pretest_1b,,,,,FALSE,,0.430147477,0.444398448,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
49,StealingParadigm_2022_11_30_VS_Lilo3,1140.816416,68449,1185.116406,71107,Lilo3,trial,1,1,,,,FALSE,,0.708398448,0.735906856,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
50,StealingParadigm_2022_11_30_VS_Lilo3,1170.016409,70201,1179.316407,70759,Lilo3,latency_first_choice,latency,1,,,,FALSE,,0.726530401,0.732305304,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
51,StealingParadigm_2022_11_30_VS_Lilo3,1176.633075,70598,,,Lilo3,line_crossing,transparent_line,1,,,,TRUE,,0.730639069,0.730639069,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
52,StealingParadigm_2022_11_30_VS_Lilo3,1179.316407,70759,1185.116406,71107,Lilo3,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.732305304,0.735906856,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
53,StealingParadigm_2022_11_30_VS_Lilo3,1179.333074,70760,,,Lilo3,first_choice,transparent,1,,,,TRUE,,0.732315653,0.732315653,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
54,StealingParadigm_2022_11_30_VS_Lilo3,1204.833068,72290,1237.966394,74278,Lilo3,trial,2,2,,,,FALSE,,0.748150065,0.76872445,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
55,StealingParadigm_2022_11_30_VS_Lilo3,1225.383064,73523,1234.049729,74043,Lilo3,latency_first_choice,latency,2,,,,FALSE,,0.760910737,0.766292367,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
56,StealingParadigm_2022_11_30_VS_Lilo3,1232.866396,73972,,,Lilo3,line_crossing,transparent_line,2,,,,TRUE,,0.765557568,0.765557568,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
57,StealingParadigm_2022_11_30_VS_Lilo3,1234.049729,74043,,,Lilo3,first_choice,transparent,2,,,,TRUE,,0.766292367,0.766292367,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
58,StealingParadigm_2022_11_30_VS_Lilo3,1234.049729,74043,1237.966394,74278,Lilo3,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.766292367,0.76872445,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
59,StealingParadigm_2022_11_30_VS_Lilo3,1261.733056,75704,1358.799701,81528,Lilo3,pause,pause,2,,,,FALSE,,0.783482536,0.843756792,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
60,StealingParadigm_2022_11_30_VS_Lilo3,1389.316361,83359,1482.516341,88951,Lilo3,trial,3,3,,,,FALSE,,0.862706339,0.92057956,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
61,StealingParadigm_2022_11_30_VS_Lilo3,1411.283023,84677,1476.116342,88567,Lilo3,latency_first_choice,latency,3,,,,FALSE,,0.876346701,0.916605433,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
62,StealingParadigm_2022_11_30_VS_Lilo3,1472.249676,88335,,,Lilo3,line_crossing,transparent_line,3,,,,TRUE,,0.914204398,0.914204398,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
63,StealingParadigm_2022_11_30_VS_Lilo3,1476.116342,88567,,,Lilo3,first_choice,transparent,3,,,,TRUE,,0.916605433,0.916605433,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
64,StealingParadigm_2022_11_30_VS_Lilo3,1476.116342,88567,1482.516341,88951,Lilo3,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.916605433,0.92057956,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
65,StealingParadigm_2022_11_30_VS_Lilo3,1506.049669,90363,1586.399651,95184,Lilo3,trial,4,4,,,,FALSE,,0.935192755,0.985086675,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
66,StealingParadigm_2022_11_30_VS_Lilo3,1524.182998,91451,1580.832986,94850,Lilo3,latency_first_choice,latency,4,,,,FALSE,,0.946452781,0.981630013,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
67,StealingParadigm_2022_11_30_VS_Lilo3,1577.71632,94663,,,Lilo3,line_crossing,transparent_line,4,,,,TRUE,,0.979694696,0.979694696,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
68,StealingParadigm_2022_11_30_VS_Lilo3,1580.832986,94850,,,Lilo3,first_choice,transparent,4,,,,TRUE,,0.981630013,0.981630013,3,3269,0,1925,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
69,StealingParadigm_2022_11_30_VS_Lilo3,1580.832986,94850,1586.399651,95184,Lilo3,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.981630013,0.985086675,3,3269,0,1925,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
70,StealingParadigm_2022_11_30_VS_Ludwig2,172.1,10326,194.1166667,11647,Ludwig2,pretest,pretest_1a,,,,,FALSE,,0.149537312,0.168667545,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
71,StealingParadigm_2022_11_30_VS_Ludwig2,375.8166667,22549,405.2,24312,Ludwig2,pretest,pretest_2,,,,,FALSE,,0.326546276,0.35207739,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
72,StealingParadigm_2022_11_30_VS_Ludwig2,444.2666667,26656,468.5,28110,Ludwig2,pretest,pretest_1b,,,,,FALSE,,0.386022331,0.407078621,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
73,StealingParadigm_2022_11_30_VS_Ludwig2,788.3166667,47299,817.8333333,49070,Ludwig2,trial,1,1,,,,FALSE,,0.68496662,0.710613587,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
74,StealingParadigm_2022_11_30_VS_Ludwig2,811.6666667,48700,814.7,48882,Ludwig2,latency_first_choice,latency,1,,,,FALSE,,0.705255384,0.70789104,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
75,StealingParadigm_2022_11_30_VS_Ludwig2,814.1333333,48848,,,Ludwig2,line_crossing,opaque_line,1,,,,TRUE,,0.707398665,0.707398665,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
76,StealingParadigm_2022_11_30_VS_Ludwig2,814.7,48882,,,Ludwig2,first_choice,opaque,1,,,,TRUE,,0.70789104,0.70789104,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
77,StealingParadigm_2022_11_30_VS_Ludwig2,814.7,48882,817.8333333,49070,Ludwig2,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.70789104,0.710613587,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
78,StealingParadigm_2022_11_30_VS_Ludwig2,818.4,49104,819.6,49176,Ludwig2,peeking,transparent_tunnel,1,,,,FALSE,,0.711105962,0.712148639,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12163,#02d779,12161
79,StealingParadigm_2022_11_30_VS_Ludwig2,837.05,50223,869.15,52149,Ludwig2,trial,2,2,,,,FALSE,,0.727310906,0.755202526,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
80,StealingParadigm_2022_11_30_VS_Ludwig2,853.7333333,51224,866.7,52002,Ludwig2,latency_first_choice,latency,2,,,,FALSE,,0.741807018,0.753073726,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
81,StealingParadigm_2022_11_30_VS_Ludwig2,866.1833333,51971,,,Ludwig2,line_crossing,opaque_line,2,,,,TRUE,,0.752624795,0.752624795,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
82,StealingParadigm_2022_11_30_VS_Ludwig2,866.7,52002,,,Ludwig2,first_choice,opaque,2,,,,TRUE,,0.753073726,0.753073726,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
83,StealingParadigm_2022_11_30_VS_Ludwig2,866.7,52002,869.15,52149,Ludwig2,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.753073726,0.755202526,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
84,StealingParadigm_2022_11_30_VS_Ludwig2,886.1333333,53168,1048.716667,62923,Ludwig2,pause,pause,2,,,,FALSE,,0.769959307,0.911227608,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
85,StealingParadigm_2022_11_30_VS_Ludwig2,1070.5,64230,1101.116667,66067,Ludwig2,trial,3,3,,,,FALSE,,0.930155098,0.956757853,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
86,StealingParadigm_2022_11_30_VS_Ludwig2,1092.4,65544,1098.533333,65912,Ludwig2,latency_first_choice,latency,3,,,,FALSE,,0.94918396,0.9545132,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
87,StealingParadigm_2022_11_30_VS_Ludwig2,1098.066667,65884,,,Ludwig2,line_crossing,opaque_line,3,,,,TRUE,,0.954107714,0.954107714,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
88,StealingParadigm_2022_11_30_VS_Ludwig2,1098.533333,65912,,,Ludwig2,first_choice,opaque,3,,,,TRUE,,0.9545132,0.9545132,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
89,StealingParadigm_2022_11_30_VS_Ludwig2,1098.533333,65912,1101.116667,66067,Ludwig2,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.9545132,0.956757853,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
90,StealingParadigm_2022_11_30_VS_Ludwig2,1121.733333,67304,1148.866667,68932,Ludwig2,trial,4,4,,,,FALSE,,0.974671629,0.998247723,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
91,StealingParadigm_2022_11_30_VS_Ludwig2,1144.5,68670,1146.5,68790,Ludwig2,latency_first_choice,latency,4,,,,FALSE,,0.994453536,0.996191331,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
92,StealingParadigm_2022_11_30_VS_Ludwig2,1145.6,68736,,,Ludwig2,line_crossing,opaque_line,4,,,,TRUE,,0.995409323,0.995409323,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
93,StealingParadigm_2022_11_30_VS_Ludwig2,1146.5,68790,,,Ludwig2,first_choice,opaque,4,,,,TRUE,,0.996191331,0.996191331,3,3270,0,1926,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
94,StealingParadigm_2022_11_30_VS_Ludwig2,1146.5,68790,1148.866667,68932,Ludwig2,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.996191331,0.998247723,3,3270,0,1926,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
95,StealingParadigm_2022_11_30_VS_Ellie2,336.9997815,20220,357.6664347,21460,Ellie2,pretest,pretest_1a,,,,,FALSE,,0.214072459,0.227200542,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
96,StealingParadigm_2022_11_30_VS_Ellie2,627.5662597,37654,639.7495851,38385,Ellie2,pretest,pretest_2,,,,,FALSE,,0.398649078,0.406388295,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
97,StealingParadigm_2022_11_30_VS_Ellie2,679.9828924,40799,703.4328772,42206,Ellie2,pretest,pretest_1b,,,,,FALSE,,0.431945709,0.446841849,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
98,StealingParadigm_2022_11_30_VS_Ellie2,1032.232664,61934,1080.415966,64825,Ellie2,trial,1,1,,,,FALSE,,0.655705423,0.686312914,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
99,StealingParadigm_2022_11_30_VS_Ellie2,1052.599317,63156,1072.532638,64352,Ellie2,latency_first_choice,latency,1,,,,FALSE,,0.668642937,0.681305186,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
100,StealingParadigm_2022_11_30_VS_Ellie2,1071.465972,64288,,,Ellie2,line_crossing,transparent_line,1,,,,TRUE,,0.680627607,0.680627607,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
101,StealingParadigm_2022_11_30_VS_Ellie2,1072.532638,64352,1080.415966,64825,Ellie2,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.681305186,0.686312914,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
102,StealingParadigm_2022_11_30_VS_Ellie2,1072.549304,64353,,,Ellie2,first_choice,transparent,1,,,,TRUE,,0.681315773,0.681315773,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
103,StealingParadigm_2022_11_30_VS_Ellie2,1103.765951,66226,1134.099265,68046,Ellie2,trial,2,2,,,,FALSE,,0.701145531,0.72041417,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
104,StealingParadigm_2022_11_30_VS_Ellie2,1119.549274,67173,1124.582604,67475,Ellie2,latency_first_choice,latency,2,,,,FALSE,,0.711171576,0.714368899,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
